id,number,segmentId,departureTime,arrivalTime
9639,U23154,915,16:36:00,21:07:29.6040000
9640,U27561,915,16:44:00,21:03:29.6040000
9641,U26749,915,10:24:00,14:46:29.6040000
9642,U29980,916,22:05:00,1.02:23:20.0860000
9643,U25518,916,18:25:00,22:34:20.0860000
9644,U24608,916,1.00:26:00,1.04:31:20.0860000
9645,U29884,916,07:27:00,11:42:20.0860000
9646,U26142,916,1.00:43:00,1.04:53:20.0860000
9647,U26801,916,1.01:47:00,1.06:04:20.0860000
9648,U21201,916,18:56:00,23:05:20.0860000
9649,U25968,916,04:04:00,08:00:20.0860000
9650,U26255,916,05:22:00,09:45:20.0860000
9651,U27930,916,10:44:00,14:58:20.0860000
9652,U23046,916,11:19:00,15:34:20.0860000
9653,U25738,916,05:54:00,10:15:20.0860000
9654,U24221,917,11:52:00,16:03:04.4600000
9655,U23554,917,19:19:00,23:40:04.4600000
9656,U24759,917,22:53:00,1.03:12:04.4600000
9657,U28844,917,09:25:00,13:50:04.4600000
9658,U21646,917,03:10:00,07:11:04.4600000
9659,U26165,917,22:26:00,1.02:26:04.4600000
9660,U29989,917,22:58:00,1.03:20:04.4600000
9661,U21804,917,19:42:00,1.00:04:04.4600000
9662,U24438,918,18:42:00,23:18:57.4220000
9663,U27049,918,04:45:00,09:25:57.4220000
9664,U26267,918,23:38:00,1.03:56:57.4220000
9665,U22546,918,1.01:02:00,1.05:24:57.4220000
9666,U21015,918,21:37:00,1.01:54:57.4220000
9667,U29033,918,23:46:00,1.04:16:57.4220000
9668,U23464,918,19:12:00,23:46:57.4220000
9669,U28465,919,02:23:00,06:39:50.2360000
9670,U21152,919,13:07:00,17:23:50.2360000
9671,U22550,919,14:21:00,18:39:50.2360000
9672,U26821,919,12:11:00,16:05:50.2360000
9673,U27594,919,08:26:00,12:28:50.2360000
9674,U23423,919,1.00:17:00,1.04:10:50.2360000
9675,U25846,919,23:04:00,1.03:18:50.2360000
9676,U24851,919,03:33:00,07:45:50.2360000
9677,U27377,919,21:54:00,1.01:49:50.2360000
9678,U22527,919,14:11:00,18:12:50.2360000
9679,U29606,919,08:03:00,12:13:50.2360000
9680,U21904,920,05:52:00,10:17:49.9970000
9681,U26149,920,10:46:00,15:26:49.9970000
9682,U27672,920,08:22:00,12:55:49.9970000
9683,U28293,920,17:37:00,21:54:49.9970000
9684,U25031,920,10:27:00,15:01:49.9970000
9685,U24324,920,09:18:00,13:54:49.9970000
9686,U28651,920,04:57:00,09:13:49.9970000
9687,U26804,920,04:56:00,09:22:49.9970000
9688,U27098,920,07:21:00,11:57:49.9970000
9689,U29537,920,1.00:01:00,1.04:35:49.9970000
9690,U22755,920,18:50:00,23:08:49.9970000
9691,U25007,921,1.00:56:00,1.06:30:32.1080000
9692,U22711,921,09:07:00,14:52:32.1080000
9693,U25583,921,16:14:00,22:02:32.1080000
9694,U23209,921,07:11:00,12:58:32.1080000
9695,U27434,921,13:03:00,18:42:32.1080000
9696,U24005,921,07:55:00,13:15:32.1080000
9697,U24616,921,12:42:00,18:12:32.1080000
9698,U29264,921,12:01:00,17:21:32.1080000
9699,U23765,921,21:45:00,1.03:16:32.1080000
9700,U24528,921,08:05:00,13:35:32.1080000
9701,U27130,921,17:36:00,23:14:32.1080000
9702,U25034,921,11:07:00,16:41:32.1080000
9703,U21044,921,13:39:00,19:15:32.1080000
9704,U21957,921,13:49:00,19:17:32.1080000
9705,U25404,922,17:13:00,20:09:22.1650000
9706,U22815,922,22:07:00,1.01:17:22.1650000
9707,U25488,922,06:23:00,09:39:22.1650000
9708,U24023,922,06:14:00,09:14:22.1650000
9709,U28396,923,10:02:00,12:27:49.0090000
9710,U28725,923,14:01:00,16:52:49.0090000
9711,U27405,923,14:41:00,17:12:49.0090000
9712,U21268,923,08:21:00,10:50:49.0090000
9713,U26558,923,1.00:39:00,1.03:21:49.0090000
9714,U25966,923,18:28:00,21:00:49.0090000
9715,U25539,923,03:24:00,06:16:49.0090000
9716,U24176,923,23:50:00,1.02:25:49.0090000
9717,U26174,923,02:09:00,04:45:49.0090000
9718,U23735,923,22:39:00,1.01:28:49.0090000
9719,U23663,923,17:50:00,20:19:49.0090000
9720,U23939,923,04:20:00,07:09:49.0090000
9721,U21967,923,11:21:00,13:58:49.0090000
9722,U23651,924,01:23:00,04:32:57.1860000
9723,U23967,924,22:17:00,1.01:46:57.1860000
9724,U27414,924,03:59:00,07:13:57.1860000
9725,U22450,924,10:02:00,13:09:57.1860000
9726,U29858,924,16:58:00,20:10:57.1860000
9727,U22968,924,17:08:00,20:12:57.1860000
9728,U21095,924,20:15:00,23:24:57.1860000
9729,U26021,924,21:27:00,1.00:28:57.1860000
9730,U23573,925,03:43:00,07:12:55.9450000
9731,U21977,925,04:11:00,07:20:55.9450000
9732,U28127,925,10:45:00,14:07:55.9450000
9733,U28785,925,12:31:00,15:56:55.9450000
9734,U26792,925,14:37:00,17:48:55.9450000
9735,U24816,925,18:05:00,21:38:55.9450000
9736,U22856,925,06:06:00,09:38:55.9450000
9737,U23123,925,13:42:00,16:52:55.9450000
9738,U28052,925,07:25:00,10:55:55.9450000
9739,U21071,925,13:37:00,16:58:55.9450000
9740,U23257,925,08:22:00,11:31:55.9450000
9741,U24894,925,23:24:00,1.02:28:55.9450000
9742,U24519,926,08:33:00,11:55:01.6100000
9743,U28714,926,09:31:00,12:35:01.6100000
9744,U22554,926,07:01:00,10:16:01.6100000
9745,U25387,926,21:05:00,1.00:08:01.6100000
9746,U27025,926,03:13:00,06:27:01.6100000
9747,U26186,926,11:03:00,14:17:01.6100000
9748,U29629,926,1.00:58:00,1.03:57:01.6100000
9749,U27697,926,21:08:00,1.00:24:01.6100000
9750,U25001,926,16:21:00,19:27:01.6100000
9751,U27855,926,20:31:00,23:26:01.6100000
9752,U22642,926,07:13:00,10:18:01.6100000
9753,U27332,926,21:44:00,1.00:44:01.6100000
9754,U29843,926,19:42:00,22:49:01.6100000
9755,U24319,926,14:00:00,16:54:01.6100000
9756,U25227,927,19:38:00,22:57:56.9830000
9757,U22831,927,04:34:00,07:40:56.9830000
9758,U28885,927,04:29:00,07:38:56.9830000
9759,U29529,927,19:11:00,22:40:56.9830000
9760,U25575,927,21:33:00,1.01:02:56.9830000
9761,U29865,927,08:47:00,12:06:56.9830000
9762,U29402,927,05:38:00,09:01:56.9830000
9763,U28025,927,23:13:00,1.02:41:56.9830000
9764,U26571,928,19:26:00,22:37:59.5100000
9765,U28488,928,10:16:00,13:19:59.5100000
9766,U29287,928,16:17:00,19:08:59.5100000
9767,U29228,928,16:37:00,19:39:59.5100000
9768,U29776,928,10:10:00,12:58:59.5100000
9769,U22924,928,18:28:00,21:36:59.5100000
9770,U24452,928,12:01:00,14:53:59.5100000
9771,U22834,928,21:59:00,1.00:54:59.5100000
9772,U28139,928,18:33:00,21:30:59.5100000
9773,U24134,929,17:13:00,19:42:48.9600000
9774,U22194,929,03:45:00,06:08:48.9600000
9775,U29064,929,01:43:00,04:23:48.9600000
9776,U27478,929,10:08:00,12:41:48.9600000
9777,U24974,929,22:24:00,1.01:14:48.9600000
9778,U23201,929,15:29:00,18:01:48.9600000
9779,U23804,929,08:03:00,10:49:48.9600000
9780,U25462,929,18:17:00,21:02:48.9600000
9781,U25438,930,09:59:00,12:53:51.2580000
9782,U23383,930,1.00:14:00,1.03:17:51.2580000
9783,U28419,930,09:44:00,12:28:51.2580000
9784,U21421,930,06:41:00,09:47:51.2580000
9785,U25751,931,01:18:00,04:02:35.0170000
9786,U29357,931,06:59:00,09:28:35.0170000
9787,U22582,931,08:33:00,11:29:35.0170000
9788,U28950,931,14:36:00,17:07:35.0170000
9789,U24259,931,03:18:00,05:45:35.0170000
9790,U29604,932,06:03:00,08:50:59.6780000
9791,U21834,932,08:14:00,11:19:59.6780000
9792,U24278,932,19:49:00,22:43:59.6780000
9793,U21493,932,23:57:00,1.02:49:59.6780000
9794,U25844,932,13:12:00,16:05:59.6780000
9795,U23436,932,13:22:00,16:27:59.6780000
9796,U25523,932,18:15:00,21:08:59.6780000
9797,U26522,932,12:18:00,15:21:59.6780000
9798,U23935,933,10:37:00,13:48:06.5780000
9799,U24109,933,05:40:00,08:55:06.5780000
9800,U26127,933,01:49:00,04:55:06.5780000
9801,U21562,933,04:16:00,07:27:06.5780000
9802,U26434,933,07:31:00,10:26:06.5780000
9803,U28481,933,15:02:00,18:20:06.5780000
9804,U25040,933,07:42:00,10:55:06.5780000
9805,U23975,933,21:24:00,1.00:25:06.5780000
9806,U29723,933,09:36:00,12:47:06.5780000
9807,U28533,933,20:45:00,23:57:06.5780000
9808,U21499,933,1.00:17:00,1.03:19:06.5780000
9809,U22584,933,07:51:00,10:53:06.5780000
9810,U26868,934,02:08:00,05:26:23.1220000
9811,U22075,934,02:24:00,05:35:23.1220000
9812,U29649,934,07:25:00,10:51:23.1220000
9813,U26876,934,15:09:00,18:32:23.1220000
9814,U25865,934,07:15:00,10:28:23.1220000
9815,U21962,934,06:11:00,09:18:23.1220000
9816,U28271,934,06:41:00,09:53:23.1220000
9817,U22796,934,05:51:00,09:20:23.1220000
9818,U27016,934,11:33:00,14:58:23.1220000
9819,U22644,934,16:07:00,19:37:23.1220000
9820,U29137,934,17:49:00,21:19:23.1220000
9821,U28499,934,14:51:00,18:24:23.1220000
9822,U22101,934,13:14:00,16:41:23.1220000
9823,U27316,934,18:58:00,22:06:23.1220000
9824,U23365,934,07:54:00,11:15:23.1220000
9825,U24446,934,01:14:00,04:27:23.1220000
9826,U28580,934,08:36:00,11:43:23.1220000
9827,U29611,934,15:40:00,18:46:23.1220000
9828,U28312,935,1.00:36:00,1.03:25:49.6050000
9829,U28782,935,10:49:00,13:34:49.6050000
9830,U25358,935,10:16:00,12:40:49.6050000
9831,U22789,935,21:39:00,1.00:07:49.6050000
9832,U22878,935,15:30:00,18:01:49.6050000
9833,U21258,935,10:07:00,12:36:49.6050000
9834,U27702,935,17:27:00,19:53:49.6050000
9835,U27669,936,15:21:00,18:04:24.6310000
9836,U29019,936,10:12:00,13:06:24.6310000
9837,U24940,936,13:45:00,16:25:24.6310000
9838,U21173,936,15:43:00,18:36:24.6310000
9839,U28858,936,20:53:00,23:38:24.6310000
9840,U26055,936,11:31:00,14:06:24.6310000
9841,U22663,936,21:42:00,1.00:23:24.6310000
9842,U25687,936,21:50:00,1.00:34:24.6310000
9843,U28184,936,03:57:00,06:46:24.6310000
9844,U27416,936,08:30:00,11:05:24.6310000
9845,U21568,936,04:28:00,06:59:24.6310000
9846,U22237,936,19:57:00,22:52:24.6310000
9847,U27427,936,23:52:00,1.02:46:24.6310000
9848,U21107,936,01:04:00,03:41:24.6310000
9849,U25725,937,11:08:00,14:28:19.3460000
9850,U25201,937,12:32:00,15:44:19.3460000
9851,U24577,937,1.00:02:00,1.03:11:19.3460000
9852,U29517,937,06:19:00,09:47:19.3460000
9853,U21639,937,1.00:29:00,1.03:45:19.3460000
9854,U21691,937,10:47:00,14:14:19.3460000
9855,U27647,937,08:11:00,11:21:19.3460000
9856,U27550,937,23:57:00,1.03:06:19.3460000
9857,U29130,937,02:01:00,05:15:19.3460000
9858,U26956,937,09:48:00,13:02:19.3460000
9859,U22463,937,13:27:00,16:58:19.3460000
9860,U25429,937,23:46:00,1.03:16:19.3460000
9861,U21973,938,15:52:00,17:46:30.8670000
9862,U22085,938,08:06:00,10:09:30.8670000
9863,U28164,938,10:47:00,13:07:30.8670000
9864,U27256,938,15:44:00,17:35:30.8670000
9865,U21340,938,09:24:00,11:25:30.8670000
9866,U29220,938,06:50:00,08:59:30.8670000
9867,U22402,938,05:28:00,07:45:30.8670000
9868,U29185,938,03:40:00,05:32:30.8670000
9869,U28213,938,20:32:00,22:24:30.8670000
9870,U22992,938,06:44:00,09:03:30.8670000
9871,U25192,938,17:44:00,19:59:30.8670000
9872,U27618,939,13:54:00,15:44:46.0050000
9873,U28173,939,06:33:00,08:33:46.0050000
9874,U26621,939,20:58:00,22:31:46.0050000
9875,U28324,939,23:56:00,1.01:37:46.0050000
9876,U24680,939,21:42:00,23:33:46.0050000
9877,U21542,939,22:20:00,1.00:15:46.0050000
9878,U29907,939,15:24:00,17:22:46.0050000
9879,U24063,939,03:46:00,05:24:46.0050000
9880,U24094,939,03:47:00,05:41:46.0050000
9881,U23032,939,02:57:00,04:32:46.0050000
9882,U26962,939,13:45:00,15:43:46.0050000
9883,U24463,939,08:18:00,09:58:46.0050000
9884,U25453,940,21:07:00,23:12:13.6150000
9885,U22674,940,18:15:00,19:54:13.6150000
9886,U23318,940,02:45:00,04:44:13.6150000
9887,U29743,940,07:29:00,09:32:13.6150000
9888,U25978,940,20:11:00,21:52:13.6150000
9889,U21949,940,02:46:00,04:38:13.6150000
9890,U22014,941,11:32:00,13:20:32.1540000
9891,U29891,941,15:07:00,16:48:32.1540000
9892,U28004,941,21:03:00,22:45:32.1540000
9893,U24637,941,00:56:00,02:37:32.1540000
9894,U25311,941,00:12:00,02:04:32.1540000
9895,U25970,941,18:16:00,19:54:32.1540000
9896,U22490,941,17:29:00,19:18:32.1540000
9897,U27544,941,11:39:00,13:40:32.1540000
9898,U22826,941,23:11:00,1.01:05:32.1540000
9899,U23380,941,10:20:00,12:18:32.1540000
9900,U22024,941,19:03:00,21:01:32.1540000
9901,U29855,941,18:50:00,20:24:32.1540000
9902,U21478,942,10:58:00,12:25:16.5510000
9903,U26325,942,02:32:00,04:09:16.5510000
9904,U24636,942,13:55:00,15:33:16.5510000
9905,U21926,942,00:34:00,02:16:16.5510000
9906,U26986,942,16:49:00,18:31:16.5510000
9907,U23246,942,07:17:00,08:38:16.5510000
9908,U26565,942,15:11:00,16:42:16.5510000
9909,U26710,942,07:33:00,09:11:16.5510000
9910,U21101,942,12:15:00,13:48:16.5510000
9911,U25490,942,13:36:00,15:13:16.5510000
9912,U21767,943,18:06:00,19:19:08.1460000
9913,U24801,943,00:10:00,01:22:08.1460000
9914,U28394,943,17:27:00,18:30:08.1460000
9915,U24313,943,15:17:00,16:29:08.1460000
9916,U21030,943,01:24:00,02:37:08.1460000
9917,U27652,943,20:15:00,21:24:08.1460000
9918,U24622,943,11:04:00,12:02:08.1460000
9919,U21321,943,22:44:00,23:41:08.1460000
9920,U24536,943,16:11:00,17:06:08.1460000
9921,U29480,943,09:00:00,10:00:08.1460000
9922,U26458,943,05:42:00,06:44:08.1460000
9923,U21857,943,00:49:00,02:08:08.1460000
9924,U28101,943,20:38:00,21:48:08.1460000
9925,U23148,943,03:16:00,04:36:08.1460000
9926,U27211,943,11:40:00,13:00:08.1460000
9927,U24901,943,09:31:00,10:52:08.1460000
9928,U24783,944,12:46:00,14:43:25.4550000
9929,U22585,944,14:29:00,16:23:25.4550000
9930,U21564,944,00:06:00,02:04:25.4550000
9931,U27161,944,18:30:00,20:13:25.4550000
9932,U23078,944,09:50:00,11:47:25.4550000
9933,U28432,944,11:16:00,12:55:25.4550000
9934,U23980,944,10:26:00,12:27:25.4550000
9935,U21792,945,23:07:00,1.00:30:34.1540000
9936,U24817,945,01:18:00,03:02:34.1540000
9937,U22579,945,18:41:00,20:03:34.1540000
9938,U29841,945,23:50:00,1.01:10:34.1540000
9939,U25463,945,22:55:00,1.00:37:34.1540000
9940,U21670,945,11:57:00,13:40:34.1540000
9941,U22029,945,18:31:00,20:07:34.1540000
9942,U25107,946,22:17:00,23:54:51.6050000
9943,U29281,946,15:48:00,17:31:51.6050000
9944,U27112,946,15:59:00,17:52:51.6050000
9945,U21538,946,13:45:00,15:23:51.6050000
9946,U22606,946,11:32:00,13:30:51.6050000
9947,U25142,946,04:15:00,06:02:51.6050000
9948,U26272,946,11:47:00,13:43:51.6050000
9949,U21426,946,13:10:00,14:58:51.6050000
9950,U22875,946,20:12:00,22:01:51.6050000
9951,U24879,947,12:20:00,13:33:32.5050000
9952,U24867,947,13:56:00,15:13:32.5050000
9953,U26370,947,14:34:00,16:05:32.5050000
9954,U28865,947,17:37:00,18:46:32.5050000
9955,U22595,947,23:16:00,1.00:35:32.5050000
9956,U25338,947,04:26:00,05:41:32.5050000
9957,U29133,947,14:51:00,16:20:32.5050000
9958,U28240,947,14:59:00,16:10:32.5050000
9959,U23455,947,02:49:00,03:57:32.5050000
9960,U24757,947,06:59:00,08:07:32.5050000
9961,U24045,947,00:11:00,01:25:32.5050000
9962,U28487,947,00:37:00,01:45:32.5050000
9963,U25934,948,15:17:00,18:35:15.0430000
9964,U28980,948,03:05:00,06:20:15.0430000
9965,U27731,948,1.01:49:00,1.05:29:15.0430000
9966,U24379,948,22:58:00,1.02:14:15.0430000
9967,U22762,948,03:54:00,07:09:15.0430000
9968,U22799,948,16:31:00,19:45:15.0430000
9969,U26072,948,10:44:00,14:05:15.0430000
9970,U29513,948,07:45:00,11:22:15.0430000
9971,U24445,949,19:40:00,1.00:02:37.3030000
9972,U27825,949,15:46:00,19:50:37.3030000
9973,U29176,949,11:14:00,15:32:37.3030000
9974,U22744,949,17:28:00,21:52:37.3030000
9975,U24486,949,10:56:00,15:16:37.3030000
9976,U26332,950,17:02:00,21:05:59.2910000
9977,U27198,950,1.00:17:00,1.04:15:59.2910000
9978,U23989,950,1.00:14:00,1.04:15:59.2910000
9979,U23520,950,18:27:00,22:35:59.2910000
9980,U21610,950,22:35:00,1.02:36:59.2910000
9981,U24049,950,07:17:00,11:27:59.2910000
9982,U28647,950,15:21:00,19:19:59.2910000
9983,U23817,950,06:44:00,10:32:59.2910000
9984,U29731,950,18:52:00,22:46:59.2910000
9985,U24841,950,13:44:00,17:38:59.2910000
9986,U24277,950,02:59:00,06:54:59.2910000
9987,U26739,951,14:01:00,17:53:25.8560000
9988,U29572,951,22:32:00,1.02:25:25.8560000
9989,U21782,951,08:58:00,12:46:25.8560000
9990,U28959,951,23:24:00,1.03:13:25.8560000
9991,U25715,951,07:07:00,11:13:25.8560000
9992,U24381,951,14:38:00,18:27:25.8560000
9993,U28353,951,20:15:00,1.00:13:25.8560000
9994,U22708,951,1.01:58:00,1.06:08:25.8560000
9995,U23678,951,22:44:00,1.02:57:25.8560000
9996,U23589,952,18:20:00,22:25:58.9050000
9997,U29188,952,02:38:00,06:44:58.9050000
9998,U22299,952,14:09:00,18:22:58.9050000
9999,U29391,952,12:35:00,16:47:58.9050000
10000,U24179,952,1.00:39:00,1.04:56:58.9050000
10001,U29863,952,11:32:00,15:58:58.9050000
10002,U24347,952,14:46:00,18:52:58.9050000
10003,U22211,952,13:28:00,17:47:58.9050000
10004,U23487,952,10:02:00,14:10:58.9050000
10005,U28454,952,19:51:00,1.00:15:58.9050000
10006,U27080,952,09:28:00,13:35:58.9050000
10007,U25722,952,02:15:00,06:19:58.9050000
10008,U25628,952,12:00:00,15:59:58.9050000
10009,U26372,952,09:30:00,13:46:58.9050000
10010,U26298,952,06:11:00,10:11:58.9050000
10011,U28160,953,02:42:00,06:39:40.5730000
10012,U27136,953,17:50:00,21:53:40.5730000
10013,U26718,953,23:27:00,1.03:29:40.5730000
10014,U22944,953,22:22:00,1.02:16:40.5730000
10015,U22733,953,13:12:00,17:09:40.5730000
10016,U25432,953,06:27:00,10:25:40.5730000
10017,U26671,953,10:59:00,14:45:40.5730000
10018,U21375,953,13:08:00,16:54:40.5730000
10019,U21658,953,06:54:00,10:41:40.5730000
10020,U25464,954,07:55:00,12:18:57.7010000
10021,U21019,954,09:22:00,13:53:57.7010000
10022,U23237,954,21:45:00,1.02:29:57.7010000
10023,U29437,954,05:24:00,09:53:57.7010000
10024,U27135,954,1.00:05:00,1.04:46:57.7010000
10025,U25807,954,1.00:25:00,1.05:06:57.7010000
10026,U22104,954,18:31:00,23:21:57.7010000
10027,U21921,954,03:38:00,08:18:57.7010000
10028,U21526,954,15:31:00,20:14:57.7010000
10029,U29088,954,06:51:00,11:26:57.7010000
10030,U22937,954,19:38:00,1.00:05:57.7010000
10031,U21357,954,1.01:35:00,1.06:14:57.7010000
10032,U26917,955,10:28:00,14:50:11.4380000
10033,U21680,955,1.00:03:00,1.04:14:11.4380000
10034,U29360,955,12:30:00,16:46:11.4380000
10035,U21416,955,15:46:00,20:11:11.4380000
10036,U29718,955,09:48:00,13:56:11.4380000
10037,U21150,955,23:06:00,1.03:20:11.4380000
10038,U22382,955,19:18:00,23:30:11.4380000
10039,U23310,955,20:36:00,1.00:42:11.4380000
10040,U27784,955,21:04:00,1.01:30:11.4380000
10041,U28576,955,14:28:00,18:32:11.4380000
10042,U23157,956,22:33:00,1.02:05:59.9700000
10043,U25230,956,20:05:00,23:31:59.9700000
10044,U27114,956,1.00:26:00,1.03:56:59.9700000
10045,U22843,956,23:04:00,1.02:19:59.9700000
10046,U28596,956,07:46:00,11:01:59.9700000
10047,U27687,956,10:12:00,13:41:59.9700000
10048,U27437,956,09:39:00,12:55:59.9700000
10049,U29994,956,11:39:00,15:10:59.9700000
10050,U28270,956,1.00:18:00,1.03:35:59.9700000
10051,U26948,956,14:28:00,18:06:59.9700000
10052,U25000,957,13:59:00,18:10:25.9900000
10053,U26193,957,1.01:48:00,1.05:37:25.9900000
10054,U25965,957,23:25:00,1.03:30:25.9900000
10055,U21465,957,1.01:43:00,1.05:39:25.9900000
10056,U28654,957,10:35:00,14:28:25.9900000
10057,U24946,957,21:23:00,1.01:21:25.9900000
10058,U25117,957,17:04:00,21:07:25.9900000
10059,U27706,957,13:02:00,17:06:25.9900000
10060,U28387,957,19:40:00,23:55:25.9900000
10061,U27617,957,13:24:00,17:38:25.9900000
10062,U27274,957,04:49:00,08:56:25.9900000
10063,U21908,958,13:50:00,18:00:41.9910000
10064,U25494,958,07:37:00,12:00:41.9910000
10065,U29146,958,1.01:19:00,1.05:25:41.9910000
10066,U23308,958,23:15:00,1.03:21:41.9910000
10067,U24563,958,10:20:00,14:39:41.9910000
10068,U21423,958,07:28:00,11:52:41.9910000
10069,U22307,958,13:19:00,17:53:41.9910000
10070,U23064,958,1.00:09:00,1.04:15:41.9910000
10071,U27007,958,02:15:00,06:29:41.9910000
10072,U26351,958,13:07:00,17:42:41.9910000
10073,U24989,958,03:27:00,07:55:41.9910000
10074,U28374,958,14:23:00,18:33:41.9910000
10075,U26913,958,20:36:00,1.01:10:41.9910000
10076,U26569,958,1.00:19:00,1.04:49:41.9910000
10077,U21267,959,04:36:00,08:26:32.9300000
10078,U24391,959,12:02:00,16:13:32.9300000
10079,U21212,959,14:02:00,18:11:32.9300000
10080,U27234,959,05:11:00,08:58:32.9300000
10081,U24461,959,09:08:00,13:04:32.9300000
10082,U24116,959,14:20:00,18:35:32.9300000
10083,U21815,959,03:57:00,08:03:32.9300000
10084,U22901,959,02:43:00,06:34:32.9300000
10085,U26024,959,06:12:00,10:08:32.9300000
10086,U24249,960,05:49:00,08:38:49.3680000
10087,U21706,960,08:52:00,11:40:49.3680000
10088,U28691,960,13:44:00,16:21:49.3680000
10089,U21325,960,18:54:00,21:16:49.3680000
10090,U24113,960,20:07:00,22:39:49.3680000
10091,U26842,960,22:36:00,1.01:13:49.3680000
10092,U25413,960,12:41:00,15:28:49.3680000
10093,U24718,960,01:07:00,03:58:49.3680000
10094,U24963,960,18:14:00,20:51:49.3680000
10095,U22267,960,11:43:00,14:05:49.3680000
10096,U23396,960,01:37:00,04:24:49.3680000
10097,U26624,960,04:09:00,06:44:49.3680000
10098,U29749,961,22:45:00,1.01:48:31.8880000
10099,U27984,961,12:10:00,15:22:31.8880000
10100,U29555,961,13:52:00,16:59:31.8880000
10101,U26120,961,13:26:00,16:37:31.8880000
10102,U22417,961,23:59:00,1.03:10:31.8880000
10103,U27218,961,13:45:00,16:56:31.8880000
10104,U29003,961,22:18:00,1.01:31:31.8880000
10105,U23366,962,03:05:00,05:55:47.3370000
10106,U21994,962,10:26:00,13:18:47.3370000
10107,U22130,962,15:56:00,19:04:47.3370000
10108,U27838,962,10:46:00,13:45:47.3370000
10109,U29066,962,09:43:00,12:50:47.3370000
10110,U29984,962,02:32:00,05:15:47.3370000
10111,U22015,962,22:19:00,1.01:04:47.3370000
10112,U22677,963,15:00:00,19:23:15.2570000
10113,U28774,963,12:52:00,16:55:15.2570000
10114,U22589,963,05:44:00,09:42:15.2570000
10115,U26028,963,08:37:00,12:32:15.2570000
10116,U25608,963,18:07:00,22:25:15.2570000
10117,U28799,963,10:33:00,14:52:15.2570000
10118,U25775,963,05:26:00,09:20:15.2570000
10119,U29483,963,03:53:00,08:06:15.2570000
10120,U26998,964,23:34:00,1.03:47:21.5510000
10121,U22629,964,17:07:00,21:23:21.5510000
10122,U25903,964,12:15:00,16:24:21.5510000
10123,U21275,964,1.01:16:00,1.05:11:21.5510000
10124,U28221,964,1.01:35:00,1.05:45:21.5510000
10125,U26256,964,23:41:00,1.03:45:21.5510000
10126,U23721,964,02:58:00,06:51:21.5510000
10127,U23761,964,19:56:00,23:58:21.5510000
10128,U22167,964,06:09:00,10:18:21.5510000
10129,U28214,964,19:36:00,23:31:21.5510000
10130,U25640,965,14:46:00,18:39:56.9110000
10131,U29955,965,04:53:00,08:23:56.9110000
10132,U28296,965,13:28:00,17:10:56.9110000
10133,U26437,965,10:21:00,14:10:56.9110000
10134,U26828,965,14:59:00,18:33:56.9110000
10135,U23251,965,19:29:00,23:16:56.9110000
10136,U24185,965,17:12:00,20:44:56.9110000
10137,U21082,965,07:34:00,11:21:56.9110000
10138,U29489,965,12:52:00,16:35:56.9110000
10139,U22100,965,03:09:00,07:06:56.9110000
10140,U25452,965,20:16:00,23:57:56.9110000
10141,U24265,965,10:18:00,14:00:56.9110000
10142,U25017,966,18:09:00,21:10:57.7030000
10143,U21748,966,17:45:00,20:38:57.7030000
10144,U24945,966,21:31:00,1.00:49:57.7030000
10145,U23534,966,03:36:00,06:57:57.7030000
10146,U26301,966,19:12:00,22:09:57.7030000
10147,U26665,966,12:58:00,16:16:57.7030000
10148,U24281,966,13:57:00,17:03:57.7030000
10149,U28952,966,02:14:00,05:08:57.7030000
10150,U26693,966,15:36:00,18:37:57.7030000
10151,U21893,966,02:53:00,06:04:57.7030000
10152,U23005,966,04:22:00,07:44:57.7030000
10153,U22418,967,18:11:00,20:48:55.5180000
10154,U23141,967,01:03:00,03:45:55.5180000
10155,U29051,967,20:50:00,23:52:55.5180000
10156,U22038,967,01:44:00,04:37:55.5180000
10157,U27844,967,19:40:00,22:23:55.5180000
10158,U29008,967,03:57:00,06:52:55.5180000
10159,U24897,967,17:40:00,20:16:55.5180000
10160,U29664,967,12:33:00,15:14:55.5180000
10161,U21551,967,22:23:00,1.01:00:55.5180000
10162,U29983,967,22:15:00,1.01:01:55.5180000
10163,U29631,967,21:26:00,1.00:28:55.5180000
10164,U25578,967,17:19:00,20:07:55.5180000
10165,U22193,967,06:30:00,09:27:55.5180000
10166,U24480,967,02:38:00,05:31:55.5180000
10167,U26276,967,10:25:00,13:27:55.5180000
10168,U24108,968,13:47:00,17:06:02.9690000
10169,U21158,968,17:08:00,20:50:02.9690000
10170,U24014,968,04:16:00,07:51:02.9690000
10171,U28698,968,06:14:00,09:53:02.9690000
10172,U21619,968,17:36:00,21:10:02.9690000
10173,U21185,968,10:03:00,13:27:02.9690000
10174,U26189,968,15:56:00,19:28:02.9690000
10175,U24903,968,20:06:00,23:44:02.9690000
10176,U27642,968,05:58:00,09:14:02.9690000
10177,U22146,968,21:43:00,1.00:58:02.9690000
10178,U29672,968,05:43:00,09:14:02.9690000
10179,U26850,968,16:20:00,19:49:02.9690000
10180,U29965,968,13:48:00,17:03:02.9690000
10181,U21222,968,18:32:00,22:07:02.9690000
10182,U29499,968,09:16:00,12:33:02.9690000
10183,U23265,968,19:30:00,23:07:02.9690000
10184,U23703,969,22:55:00,1.01:40:03.2520000
10185,U23195,969,17:01:00,19:58:03.2520000
10186,U21049,969,04:50:00,07:37:03.2520000
